聚合直播,#genre#
CCTV-7,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel7/index.m3u8
CCTV-7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-7,https://piccpndali.v.myalicdn.com/audio/cctv7_2.m3u8
CCTV-7,http://123.6.9.146/live/jz-cctv-7/live.m3u8
CCTV-7,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV-8,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227427/index.m3u8
CCTV-8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV-8,http://222.175.159.226:808/hls/20239/index.m3u8
CCTV-8,http://43.142.32.164:9999/小果.php?id=CCTV8H265_4000&Cf.m3u8
CCTV-8,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV-8,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv88m/8000000/mnf.m3u8
CCTV-8,http://111.225.92.130:8800/hls/8/index.m3u8
CCTV-8,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41142/index.m3u8
CCTV-8,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel8/index.m3u8
CCTV-8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-8,https://piccpndali.v.myalicdn.com/audio/cctv8_2.m3u8
CCTV-8,http://219.140.56.34:3333/tsfile/live/1008_1.m3u8
CCTV-9,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227425/index.m3u8
CCTV-9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV-9,http://43.142.32.164:9999/小果.php?id=CCTV9H265_4000&Cf.m3u8
CCTV-9,http://111.225.92.130:8800/hls/9/index.m3u8
CCTV-9,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel9/index.m3u8
CCTV-9,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
CCTV-9,https://streamcdnb1-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S3160845/0tuSetc8UFkF/playlist_video.m3u8
CCTV-10,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227375/index.m3u8
CCTV-10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV-10,http://43.142.32.164:9999/小果.php?id=CCTV10H265_4000&Cf.m3u8
CCTV-10,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV-10,http://111.225.92.130:8800/hls/10/index.m3u8
CCTV-10,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel10/index.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-10,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8
CCTV-10,http://219.140.56.34:3333/tsfile/live/0010_1.m3u8
CCTV-10,http://123.6.9.146/live/jz-cctv-10/live.m3u8
CCTV-10,http://hbwq.chinashadt.com:2035/live/stream:cctv10.stream/playlist.m3u8
CCTV-10,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
CCTV-11,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227922/index.m3u8
CCTV-11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV-11,http://222.175.159.226:808/hls/202312/index.m3u8
CCTV-11,http://43.142.32.164:9999/小果.php?id=CCTV11-H265_4000&Cf.m3u8
CCTV-11,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV-11,http://111.225.92.130:8800/hls/11/index.m3u8
CCTV-11,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41/index.m3u8
CCTV-11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-11,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV-11,http://219.140.56.34:3333/tsfile/live/1011_1.m3u8
CCTV-11,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV-11,https://5db313b643fd8.streamlock.net/111TV/111TV/playlist.m3u8
CCTV-12,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227377/index.m3u8
CCTV-12,http://222.175.159.226:808/hls/202313/index.m3u8
CCTV-12,http://43.142.32.164:9999/小果.php?id=CCTV12H265_4000&Cf.m3u8
CCTV-12,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv12hd8m/8000000/mnf.m3u8
CCTV-12,http://111.225.92.130:8800/hls/12/index.m3u8
CCTV-12,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel11/index.m3u8
CCTV-12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-12,https://piccpndali.v.myalicdn.com/audio/cctv12_2.m3u8
CCTV-12,http://219.140.56.34:3333/tsfile/live/0012_1.m3u8
CCTV-12,http://123.6.9.146/live/jz-cctv-12/live.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV-13,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227926/index.m3u8
CCTV-13,http://222.175.159.226:808/hls/202314/index.m3u8
CCTV-13,http://43.142.32.164:9999/小果.php?id=CCTVxw_4000&Cf.m3u8
CCTV-13,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV-13,http://111.225.92.130:8800/hls/13/index.m3u8
CCTV-13,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel39/index.m3u8
CCTV-13,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
CCTV-13,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
CCTV-13,https://piccpndali.v.myalicdn.com/audio/cctv13_2.m3u8
CCTV-14,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227379/index.m3u8
CCTV-14,http://222.175.159.226:808/hls/202315/index.m3u8
CCTV-14,http://43.142.32.164:9999/小果.php?id=CCTV14H265_4000&Cf.m3u8
CCTV-14,http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV-14,http://111.225.92.130:8800/hls/14/index.m3u8
CCTV-14,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel12/index.m3u8
CCTV-14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-14,https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8
CCTV-14,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
CCTV-14,http://123.6.9.146/live/jz-cctv-14/live.m3u8
CCTV-15,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227933/index.m3u8
CCTV-15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-15,http://222.175.159.226:808/hls/202316/index.m3u8
CCTV-15,http://43.142.32.164:9999/小果.php?id=CCTV15-yyH265_4000&Cf.m3u8
CCTV-15,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-15,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV-15,http://111.225.92.130:8800/hls/15/index.m3u8
CCTV-15,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel40/index.m3u8
CCTV-15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
CCTV-15,http://219.140.56.34:3333/tsfile/live/1015_1.m3u8
CCTV-16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000CCTV16
CCTV-16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-16,http://43.142.32.164:9999/小果.php?id=CCTV16_4000&Cf.m3u8
CCTV-16,http://43.142.32.164:9999/小果.php?id=CCTV16-4K_8000&Cf.m3u8
CCTV-16,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV-16,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv16hd4k/15000000/mnf.m3u8
CCTV-16,http://159.75.85.63:5681/sxg.php?id=CCTV-16-4K_8000
CCTV-16,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel116/index.m3u8
CCTV-16,https://piccpndali.v.myalicdn.com/audio/cctv16_2.m3u8
CCTV-17,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227577/index.m3u8
CCTV-17,http://222.175.159.226:808/hls/202318/index.m3u8
CCTV-17,http://43.142.32.164:9999/小果.php?id=CCTV17_4000&Cf.m3u8
CCTV-17,http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV-17,http://159.75.85.63:5678/zb.php?id=douyin
CCTV-17,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel90/index.m3u8
CCTV-17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
CCTV-17,http://219.140.56.34:3333/tsfile/live/0019_1.m3u8
北京卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227397/index.m3u8
北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
北京卫视,http://222.175.159.226:808/hls/45/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://43.142.32.164:9999/小果.php?id=bjwsH265_4000&Cf.m3u8
北京卫视,http://101.33.17.11/liveplay-kk.rtxapp.com/live/program/live/bjwshd8m/8000000/mnf.m3u8
北京卫视,https://video.lzjtu.edu.cn/liverespath/f6555824f9b96b7f0adabeadabbcca1eb143af34/index.m3u8
湖南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227369/index.m3u8
湖南卫视,http://43.142.32.164:9999/小果.php?id=hnwsH265_4000&Cf.m3u8
湖南卫视,https://video.lzjtu.edu.cn/liverespath/9b1ccba5a2c611bb5d7c96243695572090cca5fd/index.m3u8
浙江卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227351/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://43.142.32.164:9999/小果.php?id=zjwsH265_4000&Cf.m3u8
浙江卫视,https://video.lzjtu.edu.cn/liverespath/f650ba03bb4883fe67a1fb7c193a00a4c0c93881/index.m3u8
东方卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227401/index.m3u8
东方卫视,http://43.142.32.164:9999/小果.php?id=dfwsH265_4000&Cf.m3u8
江苏卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227421/index.m3u8
江苏卫视,http://43.142.32.164:9999/小果.php?id=jswsH265_4000&Cf.m3u8
江苏卫视,https://video.lzjtu.edu.cn/liverespath/0be64515076e489456de2f33e7b58ff1b392d3b3/index.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
河南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227923/index.m3u8
河南卫视,http://43.142.32.164:9999/小果.php?id=hnws35_4000&Cf.m3u8
河南卫视,https://video.lzjtu.edu.cn/liverespath/4bc76db1677c6cd2176e652ed6fc1cd44d8c297b/index.m3u8
河北卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227399/index.m3u8
河北卫视,http://111.225.92.130:8800/hls/17/index.m3u8
河北卫视,https://video.lzjtu.edu.cn/liverespath/0d0303a991ca71e06290b546e34104dbe0d0c64a/index.m3u8
广东卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227361/index.m3u8
广东卫视,http://222.175.159.226:808/hls/52/index.m3u8#http://39.134.66.163/PLTV/88888888/224/3221225966/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8#http://live.dxhmt.cn:9081/tv/11003-1.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
广东卫视,http://43.142.32.164:9999/小果.php?id=gdwsH265_4000&Cf.m3u8
广东卫视,https://video.lzjtu.edu.cn/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/index.m3u8
辽宁卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227345/index.m3u8
辽宁卫视,http://47.242.38.45:9999/bfgd.php?id=058
辽宁卫视,https://video.lzjtu.edu.cn/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/index.m3u8
天津卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227343/index.m3u8
天津卫视,http://43.142.32.164:9999/小果.php?id=tjwsH265_4000&Cf.m3u8
天津卫视,https://video.lzjtu.edu.cn/liverespath/41433c450cf4747cf2600adecc560bc90f344182/index.m3u8
安徽卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227363/index.m3u8
安徽卫视,http://43.142.32.164:9999/小果.php?id=ahwsH265_4000&Cf.m3u8
安徽卫视,http://111.225.92.130:8800/hls/33/index.m3u8
安徽卫视,https://video.lzjtu.edu.cn/liverespath/6e91e17de838dbf7c77f9ed8e41726bd4a1516f5/index.m3u8
重庆卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227359/index.m3u8
重庆卫视,http://43.142.32.164:9999/小果.php?id=cqwsH265_4000&Cf.m3u8
重庆卫视,https://video.lzjtu.edu.cn/liverespath/b14734af7f740eb61419248c57e25551a7d1093f/index.m3u8
江西卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227355/index.m3u8
江西卫视,http://43.142.32.164:9999/小果.php?id=jxwsH265_4000&Cf.m3u8
江西卫视,https://video.lzjtu.edu.cn/liverespath/5262d7f97311b82a4a460f3b8221e4a7d394c2c0/index.m3u8
山东卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227365/index.m3u8
山东卫视,http://222.175.159.226:808/hls/202319/index.m3u8
山东卫视,http://43.142.32.164:9999/小果.php?id=sdwsH265_4000&Cf.m3u8
山东卫视,http://111.225.92.130:8800/hls/37/index.m3u8
山东卫视,https://video.lzjtu.edu.cn/liverespath/8b205af319dcc92c60a69a96423af21b24a29ca0/index.m3u8
四川卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227417/index.m3u8
四川卫视,http://43.142.32.164:9999/小果.php?id=scwsH265_4000&Cf.m3u8
四川卫视,https://video.lzjtu.edu.cn/liverespath/ca3f021632b48e6960797776657926074723d276/index.m3u8
深圳卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227419/index.m3u8
深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8#http://39.134.66.163/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://43.142.32.164:9999/小果.php?id=szwsH265_4000&Cf.m3u8
湖北卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227367/index.m3u8
湖北卫视,http://43.142.32.164:9999/小果.php?id=hbwsH265_4000&Cf.m3u8
湖北卫视,http://111.225.92.130:8800/hls/45/index.m3u8
湖北卫视,https://video.lzjtu.edu.cn/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/index.m3u8
东南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227353/index.m3u8
东南卫视,http://43.142.32.164:9999/小果.php?id=dnwsfjwsH265_4000&Cf.m3u8
东南卫视,https://video.lzjtu.edu.cn/liverespath/7a202b5f39c56db4ca3ca7a3dc21b073c9bc472a/index.m3u8
厦门卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227938/index.m3u8
贵州卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227357/index.m3u8
贵州卫视,http://43.142.32.164:9999/小果.php?id=gzwsH265_4000&Cf.m3u8
贵州卫视,https://video.lzjtu.edu.cn/liverespath/11e39871ee899ed6c7bddadb1c83cbd658562297/index.m3u8
陕西卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227127/index.m3u8
陕西卫视,http://43.142.32.164:9999/小果.php?id=sxws_4000&Cf.m3u8
陕西卫视,http://111.20.35.103:6610/yinhe/2/ch00000090990000001559/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
陕西卫视,https://video.lzjtu.edu.cn/liverespath/ebc9ec3e297c071df95d759b6313b9d9dbc3dbda/index.m3u8
广西卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227939/index.m3u8
广西卫视,http://43.142.32.164:9999/小果.php?id=gxws_4000&Cf.m3u8
广西卫视,http://111.225.92.130:8800/hls/50/index.m3u8
广西卫视,https://video.lzjtu.edu.cn/liverespath/15f9ffc8f72eb7f7ddfe79669f246e4db4acc3c1/index.m3u8
云南卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227962/index.m3u8
云南卫视,http://43.142.32.164:9999/小果.php?id=ynws_4000&Cf.m3u8
云南卫视,http://111.225.92.130:8800/hls/38/index.m3u8
云南卫视,https://video.lzjtu.edu.cn/liverespath/d45a277ca433670e3f463b497783af19bb2c63f8/index.m3u8
青海卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227123/index.m3u8
青海卫视,https://video.lzjtu.edu.cn/liverespath/468aa6e90a67946eeb0e862e4b9f2764ee13cc75/index.m3u8
山西卫视,http://iptv.10086.fund:23334/PLTV/88888888/224/3221227183/index.m3u8
